stimulus_presentations_id,stimulus_block,stimulus_block_name,image_index,image_name,movie_frame_index,duration,start_time,end_time,start_frame,end_frame,is_change,is_image_novel,omitted,movie_repeat,flashes_since_change,trials_id,is_sham_change,active,stimulus_name
124,1,change_detection_behavior,6,im085,-99,0.2502300000000446,399.0629078311111,399.31313783111113,23517,23532,False,False,False,-99,53,19,False,True,Natural_Images_Lum_Matched_set_training_2017
125,1,change_detection_behavior,6,im085,-99,0.2501800000000003,399.8135278311111,400.0637078311111,23562,23577,False,False,False,-99,54,19,True,True,Natural_Images_Lum_Matched_set_training_2017
126,1,change_detection_behavior,6,im085,-99,0.2503199999999879,400.5641178311111,400.8144378311111,23607,23622,False,False,False,-99,55,19,False,True,Natural_Images_Lum_Matched_set_training_2017
127,1,change_detection_behavior,6,im085,-99,0.25009000000000015,401.31484783111114,401.56493783111114,23652,23667,False,False,False,-99,56,19,False,True,Natural_Images_Lum_Matched_set_training_2017
128,1,change_detection_behavior,6,im085,-99,0.2507400000000075,402.06536783111113,402.31610783111114,23697,23712,False,False,False,-99,57,19,False,True,Natural_Images_Lum_Matched_set_training_2017
129,1,change_detection_behavior,6,im085,-99,0.24999000000002525,402.8164378311111,403.0664278311111,23742,23757,False,False,False,-99,58,19,False,True,Natural_Images_Lum_Matched_set_training_2017
130,1,change_detection_behavior,6,im085,-99,0.2501100000000065,403.5666878311111,403.8167978311111,23787,23802,False,False,False,-99,59,19,False,True,Natural_Images_Lum_Matched_set_training_2017
131,1,change_detection_behavior,6,im085,-99,0.2503199999999879,404.31718783111114,404.56750783111113,23832,23847,False,False,False,-99,60,20,False,True,Natural_Images_Lum_Matched_set_training_2017
132,1,change_detection_behavior,6,im085,-99,0.25004999999998745,405.0679378311111,405.3179878311111,23877,23892,False,False,False,-99,61,20,False,True,Natural_Images_Lum_Matched_set_training_2017
133,1,change_detection_behavior,6,im085,-99,0.2503199999999879,405.81840783111113,406.0687278311111,23922,23937,False,False,False,-99,62,20,False,True,Natural_Images_Lum_Matched_set_training_2017
134,1,change_detection_behavior,6,im085,-99,0.2502399999999625,406.56903783111113,406.8192778311111,23967,23982,False,False,False,-99,63,20,False,True,Natural_Images_Lum_Matched_set_training_2017
